isbn13,isbn10,title,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,title_and_subtitle,tagged_description,simple_category,admiration,amusement,anger,annoyance,approval,caring,confusion,curiosity,desire,disappointment,disapproval,disgust,embarrassment,excitement,fear,gratitude,grief,joy,love,nervousness,optimism,pride,realization,relief,remorse,sadness,surprise,neutral,category
9780312965785,0312965788,All Creatures Great and Small,James Herriot,Biography & Autobiography,http://books.google.com/books/content?id=YiYUOW9L-pIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,A country veterinary surgeon in Yorkshire describes the joys and trials of his profession and recalls his early career and experiences with his unique clientele,1998.0,4.32,437.0,65381.0,All Creatures Great and Small,9780312965785 A country veterinary surgeon in Yorkshire describes the joys and trials of his profession and recalls his early career and experiences with his unique clientele,Nonfiction,0.0716404393315315,0.0044060349464416,0.0006470879307016,0.0020598156843334,0.1328050345182418,0.004600562620908,0.0019603960681706,0.0011766841635107,0.0018586021615192,0.0020979545079171,0.0017133164219558,0.0006273306789807,0.0006914910627529,0.0274178031831979,0.001528350636363,0.0042483634315431,0.0013875364093109,0.2690504193305969,0.0049213920719921,0.0016779253492131,0.0058802324347198,0.0123743116855621,0.0239810012280941,0.0160886850208044,0.0004715641844086,0.0036100395955145,0.0016005932120606,0.5054956078529358,History & Biography
9780312966973,0312966970,Four to Score,Janet Evanovich,Fiction,http://books.google.com/books/content?id=PONNi9gzTvsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Stephanie Plum, Trenton, New Jersey's favorite pistol-packing, condom-carrying bounty hunter, is back--and on the trail of a revenge-seeking waitress who's skipped bail. With then help of 73-year-old Grandma Mazur, ex-hooker Lula, a transvestite musician named Sally Sweet, and the all-too-hospitable, all-too-sexy Joe Morelli, Stephanie might just catch her woman. Then again, with more mishaps than there are exits on the Jersey Turnpike--including murders, firebombs, and Stephanie's arch-rival bounty hunter chasing after the same fugative--Stephanie better watch her back big-time if she wants to live to crack this case.",1999.0,4.17,313.0,114593.0,Four to Score,"9780312966973 Stephanie Plum, Trenton, New Jersey's favorite pistol-packing, condom-carrying bounty hunter, is back--and on the trail of a revenge-seeking waitress who's skipped bail. With then help of 73-year-old Grandma Mazur, ex-hooker Lula, a transvestite musician named Sally Sweet, and the all-too-hospitable, all-too-sexy Joe Morelli, Stephanie might just catch her woman. Then again, with more mishaps than there are exits on the Jersey Turnpike--including murders, firebombs, and Stephanie's arch-rival bounty hunter chasing after the same fugative--Stephanie better watch her back big-time if she wants to live to crack this case.",Fiction,0.0096846753731369,0.0018596933223307,0.0053734220564365,0.0250394269824028,0.0380413420498371,0.2043980360031128,0.0013623922131955,0.0008342591463588,0.003474548459053,0.0043225102126598,0.0120963044464588,0.0022090908605605,0.0008034349302761,0.001765816588886,0.002857134444639,0.0020582056604325,0.000675065908581,0.0020453871693462,0.0010542982490733,0.0009845518507063,0.0366472266614437,0.0008764028316363,0.0120765706524252,0.0018107150681316,0.0007895695162005,0.0030319041106849,0.00083750160411,0.9625552892684937,Literary & Contemporary
9780312970079,0312970072,Black Coffee,Agatha Christie,Fiction,http://books.google.com/books/content?id=-VhVpVwI6h4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Master sleuth Hercule Poirot and Captain Hastings head to Surrey at the request of England's premier physicist, Sir Claud Amory, only to find the client dead, a top-secret formula missing, and a house filled with suspects, in a novel adapted from Christie's original play. Reprint.",1999.0,3.48,304.0,9592.0,Black Coffee,"9780312970079 Master sleuth Hercule Poirot and Captain Hastings head to Surrey at the request of England's premier physicist, Sir Claud Amory, only to find the client dead, a top-secret formula missing, and a house filled with suspects, in a novel adapted from Christie's original play. Reprint.",Fiction,0.0039520421996712,0.0026351143606007,0.0024955903645604,0.0098447883501648,0.0142861567437648,0.0011075204238295,0.0021555216517299,0.0014153637457638,0.001456904807128,0.0360108241438865,0.0049115638248622,0.0054214801639318,0.0049560568295419,0.0017698927549645,0.0130381928756833,0.001432491466403,0.0043114074505865,0.0025091841816902,0.0012462129816412,0.0033092552330344,0.0018708871211856,0.000746366335079,0.0460981801152229,0.0018245616229251,0.0017596745165064,0.0830766931176185,0.0058271097950637,0.964666187763214,Literary & Contemporary
9780312970741,0312970749,El Paso,Matt Braun,Fiction,http://books.google.com/books/content?id=GP3EXjYkGRMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Dallas Stoudenmire comes to El Paso, Texas, to end the terror of the two vicious Banning Brothers, and to put a stop to the bloody violence between Americans and Mexicans. Reprint.",1999.0,3.4,256.0,22.0,El Paso,"9780312970741 Dallas Stoudenmire comes to El Paso, Texas, to end the terror of the two vicious Banning Brothers, and to put a stop to the bloody violence between Americans and Mexicans. Reprint.",Fiction,0.0039520421996712,0.0016624437412247,0.0045749004930257,0.0132075492292642,0.035200860351324,0.003465000540018,0.0021301917731761,0.0014153637457638,0.0056227128952741,0.0058518331497907,0.0046747042797505,0.0035817078314721,0.0010532028973102,0.0024357917718589,0.0461049526929855,0.001432491466403,0.0010837714653462,0.002251882571727,0.0008966966415755,0.0028205451089888,0.0092113194987177,0.0009279147488996,0.0198215804994106,0.0013467906974256,0.0003881749289575,0.0076378276571631,0.0019536984618753,0.964666187763214,Literary & Contemporary
9780312971281,0312971281,Search the Dark,Charles Todd,Fiction,http://books.google.com/books/content?id=I9yZKs30ChMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Scotland Yard's most intrepid inspector is sent to Dorset with strict orders to coordinate the search for two missing children, but his investigation is complicated by his growing feelings for a potential suspect.",2000.0,4.0,310.0,3717.0,Search the Dark,"9780312971281 Scotland Yard's most intrepid inspector is sent to Dorset with strict orders to coordinate the search for two missing children, but his investigation is complicated by his growing feelings for a potential suspect.",Fiction,0.0021097881253808,0.0004674048977904,0.0011821627849712,0.0113994134590029,0.0570083670318126,0.0023915262427181,0.0258039906620979,0.0018301341915503,0.0015168628888204,0.0153190232813358,0.0159421395510435,0.0019525970565155,0.0010346033377572,0.0004394644638523,0.001650292892009,0.0004878964391537,0.0006395588861778,0.0007101977826096,0.0010618085507303,0.0012712507741525,0.0043860413134098,0.0003096675791312,0.0514097996056079,0.0009016137919388,0.0008438383229076,0.0069723478518426,0.0006151731358841,0.8403064012527466,Literary & Contemporary
9780312971397,0312971397,Cuba,Stephen Coonts,Fiction,http://books.google.com/books/content?id=LgKACy2j2Z8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"As Castro lies dying, an internal power struggle threatens to unleash a stolen stockpile of chemical weapons against the U.S., but Admiral Jake Grafton is determined to prevent the destruction. Reprint.",2000.0,3.81,461.0,1400.0,Cuba,"9780312971397 As Castro lies dying, an internal power struggle threatens to unleash a stolen stockpile of chemical weapons against the U.S., but Admiral Jake Grafton is determined to prevent the destruction. Reprint.",Fiction,0.0060787494294345,0.0014817619230598,0.0024955903645604,0.007033088710159,0.0570129416882991,0.0203461498022079,0.0021301917731761,0.0014153637457638,0.0170442387461662,0.0055102747865021,0.0125342514365911,0.0022901652846485,0.0007119851652532,0.0021645515225827,0.012508139014244,0.0019562917295843,0.0008001309470273,0.0013728524791076,0.0008966966415755,0.0014240823220461,0.0734341368079185,0.0013019981561228,0.0125865135341882,0.0016552442684769,0.0007522749947384,0.0040607200935482,0.0008528818143531,0.964666187763214,Literary & Contemporary
9780312975739,0312975732,What the Corpse Revealed,Hugh Miller,True Crime,http://books.google.com/books/content?id=7XyFr-Le_94C&printsec=frontcover&img=1&zoom=1&source=gbs_api,An expert in forensic medicine presents sixteen cases drawn from scientific files all around the world to show how technology and forensic science combine to find the answers to many crimes that seem unsolvable. Reprint.,2000.0,3.79,320.0,288.0,What the Corpse Revealed,9780312975739 An expert in forensic medicine presents sixteen cases drawn from scientific files all around the world to show how technology and forensic science combine to find the answers to many crimes that seem unsolvable. Reprint.,Nonfiction,0.0128849884495139,0.0014817619230598,0.0024955903645604,0.007033088710159,0.1008417382836341,0.0011075204238295,0.0028520028572529,0.0016864222707226,0.0010842402698472,0.0040790578350424,0.0033431467600166,0.0022901652846485,0.0007119851652532,0.0023572058416903,0.0015066993655636,0.001432491466403,0.0004192919877823,0.0014126932946965,0.0009648522827774,0.0005094305379316,0.0046415110118687,0.0008159885765053,0.0501883961260318,0.0006667175330221,0.0003696306666824,0.0021599230822175,0.0021118712611496,0.964666187763214,Mystery & Thriller
9780312978334,0312978332,Name Dropping,Rachael F. Heller,Fiction,http://books.google.com/books/content?id=ElhF-a6l4TMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Pre-school teacher Nancy Stern is in a personal and professional rut. But what really puts a dent in her self-esteem is the realization that another woman named Nancy Stern has just moved into her building... a Nancy Stern who lives in the penthouse... A Nancy Stern who interviews celebrities for glossy magazines... a Nancy Stern who's chummy with Kevin Costner. Nancy's loss of her own specialness deepens as she keeps getting the other, more glamorous Nancy's mail, phone calls and party invitations by mistake. It's all too much to bear--until a man calls one night, intending to ask the other Nancy out on a blind date. What follows is a raucous and romantic involving mix-ups, mistaken identity, and murder ...",2001.0,3.53,323.0,687.0,Name Dropping: What If Two Very Different Women Had The Same Exact Name?,"9780312978334 Pre-school teacher Nancy Stern is in a personal and professional rut. But what really puts a dent in her self-esteem is the realization that another woman named Nancy Stern has just moved into her building... a Nancy Stern who lives in the penthouse... A Nancy Stern who interviews celebrities for glossy magazines... a Nancy Stern who's chummy with Kevin Costner. Nancy's loss of her own specialness deepens as she keeps getting the other, more glamorous Nancy's mail, phone calls and party invitations by mistake. It's all too much to bear--until a man calls one night, intending to ask the other Nancy out on a blind date. What follows is a raucous and romantic involving mix-ups, mistaken identity, and murder ...",Fiction,0.0098910517990589,0.0175404362380504,0.0042444379068911,0.0385949797928333,0.0588470287621021,0.0043317368254065,0.009177541360259,0.0015643062070012,0.0024136477150022,0.1343856155872345,0.0161693859845399,0.0039814584888517,0.0167120825499296,0.0039585772901773,0.0042001674883067,0.004139800556004,0.0186918713152408,0.0101330894976854,0.003687344957143,0.0050306883640587,0.0063720396719872,0.003979732748121,0.8256915807723999,0.0100291538983583,0.0079296957701444,0.6385824680328369,0.0318574719130992,0.8987928628921509,Literary & Contemporary
9780312980146,0312980140,Seven Up,Janet Evanovich,Fiction,http://books.google.com/books/content?id=YGEWzGIjP7MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"When a senior citzen is charged with smuggling contraband cigarettes, Stephanie Plum and Lula get more than they bargained for--a corpse in the woodshed and an old man on the lam--but Stephanie is more focused on vice cop Joe Morelli who has proposed marriage and a fellow bounty hunter Ranger who is proposing one perfect night. Reprint.",2002.0,4.16,337.0,101029.0,Seven Up: A Stephanie Plum Novel,"9780312980146 When a senior citzen is charged with smuggling contraband cigarettes, Stephanie Plum and Lula get more than they bargained for--a corpse in the woodshed and an old man on the lam--but Stephanie is more focused on vice cop Joe Morelli who has proposed marriage and a fellow bounty hunter Ranger who is proposing one perfect night. Reprint.",Fiction,0.0039520421996712,0.0014817619230598,0.0024955903645604,0.0084363240748643,0.0252145212143659,0.0018904596799984,0.0021301917731761,0.0014153637457638,0.0017574194353073,0.0064392802305519,0.0064989933744072,0.0022901652846485,0.0007549478905275,0.0017619752325117,0.0015066993655636,0.001432491466403,0.0005048587918281,0.0018726527923718,0.0011268915841355,0.0004565467534121,0.0031529108528047,0.0004848652461078,0.012974495999515,0.0006945285131223,0.0005862746038474,0.0033809170126914,0.0008528818143531,0.964666187763214,Literary & Contemporary
9780312980160,0312980167,Hardcase,Dan Simmons,Fiction,http://books.google.com/books/content?id=YlLPo1ghL7IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Former private detective Joe Kurtz finds himself in over his head when semi-retired crime boss Don Byron Farino hires him to find the New York mob's missing accountant, a man with far too much knowledge of the Family business, but Kurtz soon discovers that someone will do anything to keep him from finding the missing man. By the author of The Crook Factory. Reprint.",2002.0,3.69,291.0,1067.0,Hardcase,"9780312980160 Former private detective Joe Kurtz finds himself in over his head when semi-retired crime boss Don Byron Farino hires him to find the New York mob's missing accountant, a man with far too much knowledge of the Family business, but Kurtz soon discovers that someone will do anything to keep him from finding the missing man. By the author of The Crook Factory. Reprint.",Fiction,0.0040280926041305,0.0025400030426681,0.0024955903645604,0.0153710404410958,0.02726511657238,0.0023227981291711,0.0021301917731761,0.0014153637457638,0.0012940518790856,0.0273083448410034,0.0047281314618885,0.0030641453340649,0.0048393500037491,0.0017619752325117,0.0059335068799555,0.001432491466403,0.0019848644733428,0.0024507269263267,0.0008966966415755,0.0031299595721066,0.003585310652852,0.0009033740498125,0.0768937841057777,0.0030196874868124,0.002306132344529,0.0281338933855295,0.0029653513338416,0.964666187763214,Literary & Contemporary
9780312980382,0312980388,Warlock,Wilbur Smith,Fiction,http://books.google.com/books/content?id=_GBCl-x8npUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"After the death of his beloved Queen Lostris, Taita heads to the harsh deserts of North Africa to devote himself to a study of the occult, to become a warlock, and to fulfill his destiny to protect the dynasty of Lostris from the evil that threatens ancient Egypt. Reprint.",2002.0,4.04,642.0,10830.0,Warlock: A Novel of Ancient Egypt,"9780312980382 After the death of his beloved Queen Lostris, Taita heads to the harsh deserts of North Africa to devote himself to a study of the occult, to become a warlock, and to fulfill his destiny to protect the dynasty of Lostris from the evil that threatens ancient Egypt. Reprint.",Fiction,0.0106999250128865,0.0014817619230598,0.0024955903645604,0.0075997458770871,0.0531705729663372,0.0184476505964994,0.0021301917731761,0.0014153637457638,0.0147654935717582,0.0142851490527391,0.0056477808393538,0.0028404952026903,0.000758349429816,0.0017619752325117,0.0053242752328515,0.0026109856553375,0.003376068547368,0.0017129642656072,0.0017640875885263,0.0016710961936041,0.0119780441746115,0.002060699975118,0.0197252333164215,0.0026836581528186,0.0020011903252452,0.0375104621052742,0.0008528818143531,0.964666187763214,Literary & Contemporary
9780312981662,031298166X,Crooked House,Agatha Christie,Fiction,http://books.google.com/books/content?id=c3DuwAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In the sprawling, half-timbered mansion in the affluent suburb of Swinly Dean, Aristide Leonides lies dead from barbiturate poisoning. An accident? Not likely. In fact, suspicion has already fallen on his luscious widow, a cunning beauty fifty years his junior, set to inherit a sizeable fortune, and rumored to be carrying on with a strapping young tutor comfortably ensconced in the family estate. But criminologist Charles Hayward is casting his own doubts on the innocence of the entire Leonides brood. He knows them intimately. And he's certain that in a crooked house such as Three Gables, no one's on the level...",2002.0,4.02,276.0,22176.0,Crooked House,"9780312981662 In the sprawling, half-timbered mansion in the affluent suburb of Swinly Dean, Aristide Leonides lies dead from barbiturate poisoning. An accident? Not likely. In fact, suspicion has already fallen on his luscious widow, a cunning beauty fifty years his junior, set to inherit a sizeable fortune, and rumored to be carrying on with a strapping young tutor comfortably ensconced in the family estate. But criminologist Charles Hayward is casting his own doubts on the innocence of the entire Leonides brood. He knows them intimately. And he's certain that in a crooked house such as Three Gables, no one's on the level...",Fiction,0.178226351737976,0.0037548395339399,0.0042328494600951,0.023400979116559,0.15027417242527,0.0031436041463166,0.4566031992435455,0.4386937618255615,0.0039816950447857,0.0476450622081756,0.7941111922264099,0.017469897866249,0.0059282979927957,0.0049299295060336,0.0246559418737888,0.0025408281944692,0.0243636444211006,0.003943181131035,0.0059330686926841,0.0050653787329792,0.0090478779748082,0.0032346805091947,0.0524713695049285,0.0027271762955933,0.0037033888511359,0.520246148109436,0.0062580360099673,0.92353755235672,Literary & Contemporary
9780312982010,0312982011,Abandoned Prayers,Gregg Olsen,True Crime,http://books.google.com/books/content?id=qWw4mQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"On Christmas Eve in 1985, a hunter found a young boy's body along an icy corn field in Nebraska. The residents of Chester, Nebraska buried him as ""Little Boy Blue,"" unclaimed and unidentified-- until a phone call from Ohio two years later led authorities to Eli Stutzman, the boy's father. Eli Stutzman, the son of an Amish bishop, was by all appearances a dedicated farmer and family man in the country's strictest religious sect. But behind his quiet façade was a man involved with pornography, sadomasochism, and drugs. After the suspicious death of his pregnant wife, Stutzman took his preschool-age son, Danny, and hit the road on a sexual odyssey ending with his conviction for murder. But the mystery of Eli Stutzman and the fate of his son didn't end on the barren Nebraska plains. It was just beginning. . . Gregg Olsen's Abandoned Prayers is an incredible true story of murder and Amish secrets.",2003.0,3.78,399.0,1410.0,"Abandoned Prayers: An Incredible True Story of Murder, Obsession, And Amish Secrets","9780312982010 On Christmas Eve in 1985, a hunter found a young boy's body along an icy corn field in Nebraska. The residents of Chester, Nebraska buried him as ""Little Boy Blue,"" unclaimed and unidentified-- until a phone call from Ohio two years later led authorities to Eli Stutzman, the boy's father. Eli Stutzman, the son of an Amish bishop, was by all appearances a dedicated farmer and family man in the country's strictest religious sect. But behind his quiet façade was a man involved with pornography, sadomasochism, and drugs. After the suspicious death of his pregnant wife, Stutzman took his preschool-age son, Danny, and hit the road on a sexual odyssey ending with his conviction for murder. But the mystery of Eli Stutzman and the fate of his son didn't end on the barren Nebraska plains. It was just beginning. . . Gregg Olsen's Abandoned Prayers is an incredible true story of murder and Amish secrets.",Nonfiction,0.6845644116401672,0.0101747764274477,0.0051966775208711,0.0109242089092731,0.1220506876707077,0.0040647909045219,0.5251362919807434,0.1461731940507888,0.0117079801857471,0.0210573524236679,0.0134209292009472,0.0114564076066017,0.0059413169510662,0.0247453823685646,0.0505998283624649,0.0057906853035092,0.0269455146044492,0.0614658668637275,0.0064648096449673,0.013233239762485,0.0049501890316605,0.0068202456459403,0.1000163033604621,0.011472045443952,0.0039526540786027,0.3543698787689209,0.0405811555683612,0.9674344658851624,Mystery & Thriller
9780312982515,0312982518,The Sigma Protocol,Robert Ludlum,Fiction,http://books.google.com/books/content?id=zB21mSnmop8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"When a childhood friend unexpectedly attempts to murder him in Switzerland, an American investment banker begins to unravel a mystery involving his famous financier father and a mysterious OSS case code-named Sigma. Reprint.",2002.0,3.79,662.0,9116.0,The Sigma Protocol,"9780312982515 When a childhood friend unexpectedly attempts to murder him in Switzerland, an American investment banker begins to unravel a mystery involving his famous financier father and a mysterious OSS case code-named Sigma. Reprint.",Fiction,0.0039520421996712,0.0037388000637292,0.0024955903645604,0.0082536824047565,0.0142861567437648,0.0018578758463263,0.0310499966144561,0.0551950819790363,0.005290528293699,0.0250935312360525,0.0033431467600166,0.0029558010865002,0.0064910240471363,0.0070540192537009,0.0409698374569416,0.001432491466403,0.0071736956015229,0.0034537529572844,0.0018417526734992,0.0192715935409069,0.0067884847521781,0.0004794594424311,0.0751333534717559,0.0023352515418082,0.00219760206528,0.0686295926570892,0.2295832931995391,0.964666187763214,Literary & Contemporary
9780312982867,0312982860,True Believers,Jane Haddam,Fiction,http://books.google.com/books/content?id=Z0ZtyZ107gQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Gregor Demarkian, the former head of the FBI's Behavioral Science Unit, is asked to investigate after a woman's body turns up in Philadelphia's St. Anselm's church, her husband, a local parishioner, commits suicide, and it is discovered that the woman, a severe diabetic, did not die of natural causes but rather had been the victim of arsenic poisoning. Reprint.",2002.0,3.88,432.0,231.0,True Believers: A Gregor Demarkian Novel,"9780312982867 Gregor Demarkian, the former head of the FBI's Behavioral Science Unit, is asked to investigate after a woman's body turns up in Philadelphia's St. Anselm's church, her husband, a local parishioner, commits suicide, and it is discovered that the woman, a severe diabetic, did not die of natural causes but rather had been the victim of arsenic poisoning. Reprint.",Fiction,0.0057014236226677,0.0034863781183958,0.0024955903645604,0.007033088710159,0.0295925494283437,0.0021929033100605,0.0054413806647062,0.0029914476908743,0.0017392201116308,0.0196002759039402,0.0055569033138453,0.0081917755305767,0.006299733184278,0.001899636699818,0.0235176272690296,0.001432491466403,0.0143419709056615,0.0032005114480853,0.0025022323243319,0.0056978864595294,0.0018992425175383,0.0009626082028262,0.0880035310983657,0.0030610424000769,0.0040116095915436,0.2962673008441925,0.0075071165338158,0.964666187763214,Literary & Contemporary
9780312983307,0312983301,Full Blast,Janet Evanovich;Charlotte Hughes,Fiction,http://books.google.com/books/content?id=DppT-OV4Np8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Jamie Swift and Max Holt find themselves taking on a murderer who is targeting some of the less popular citizens of Beaumont, South Carolina, when they discover that the key to the killings lies in the personal ads of the newspaper.",2004.0,3.82,344.0,12104.0,Full Blast,"9780312983307 Jamie Swift and Max Holt find themselves taking on a murderer who is targeting some of the less popular citizens of Beaumont, South Carolina, when they discover that the key to the killings lies in the personal ads of the newspaper.",Fiction,0.0014641560846939,0.0021213020663708,0.0020672923419624,0.0137847736477851,0.0220083221793174,0.001455929945223,0.0020090567413717,0.0011982356663793,0.0015374888898804,0.017221862450242,0.0026644370518624,0.0040715029463171,0.0046173282898962,0.0015950090019032,0.0080270692706108,0.0004145142447669,0.0019754017703235,0.0019930738490074,0.0012158992467448,0.0035096914507448,0.0022636209614574,0.0007145337876863,0.1073206439614296,0.0019095669267699,0.0015364637365564,0.0291098933666944,0.0045691900886595,0.8559277653694153,Literary & Contemporary
9780312983864,0312983867,Hard Eight,Janet Evanovich,Fiction,http://books.google.com/books/content?id=xXdPbpUfTSAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"When Stephanie Plum is hired to find a missing child, she begins to wonder if she is working on the right side of the law when events turn suspicious, and in the wake of a rocky relationship with Morelli, Ranger finds an opportunity to act on his feelings. Reprint.",2003.0,4.17,326.0,99289.0,Hard Eight: A Stephanie Plum Novel,"9780312983864 When Stephanie Plum is hired to find a missing child, she begins to wonder if she is working on the right side of the law when events turn suspicious, and in the wake of a rocky relationship with Morelli, Ranger finds an opportunity to act on his feelings. Reprint.",Fiction,0.0039520421996712,0.0019042877247557,0.0024955903645604,0.0082666482776403,0.0223153997212648,0.001482855179347,0.0243570301681756,0.0112435901537537,0.0012076584389433,0.0070267347618937,0.0033431467600166,0.0025243039708584,0.0032369799446314,0.0027828521560877,0.0105717508122324,0.001432491466403,0.0009499815641902,0.0015552744735032,0.0008966966415755,0.0067224917002022,0.0053169694729149,0.0004095020995009,0.1004332080483436,0.0011993347434327,0.0007826355285942,0.0055782636627554,0.0163468122482299,0.964666187763214,Literary & Contemporary
9780312985349,0312985347,Eleven on Top,Janet Evanovich,Fiction,http://books.google.com/books/content?id=T7uR17fOgAoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Hoping to discontinue her career as a bounty hunter for something safer, Stephanie Plum is inadvertently drawn into a case that is complicated by her tangled love life, her chaotic family, and her penchant for wrecking cars, in a new adventure by the author of Ten Big Ones. Reprint.",2006.0,4.16,321.0,89961.0,Eleven on Top,"9780312985349 Hoping to discontinue her career as a bounty hunter for something safer, Stephanie Plum is inadvertently drawn into a case that is complicated by her tangled love life, her chaotic family, and her penchant for wrecking cars, in a new adventure by the author of Ten Big Ones. Reprint.",Fiction,0.0039520421996712,0.0014817619230598,0.0024955903645604,0.0084379352629184,0.0220389068126678,0.0161454025655984,0.0024740078952163,0.0021249186247587,0.4568870961666107,0.0233192034065723,0.0082579106092453,0.002850416349247,0.0007398622692562,0.0020021218806505,0.0044331992976367,0.001432491466403,0.0013206670992076,0.0019210119498893,0.0055952761322259,0.0025685385335236,0.3604634702205658,0.0010592342587187,0.0162712465971708,0.0011274310527369,0.0043412544764578,0.0138270780444145,0.0008869838202372,0.964666187763214,Literary & Contemporary
9780312987015,0312987013,Minion,L. A. Banks,Fiction,http://books.google.com/books/content?id=GRfSV_71yHkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A spoken-word artist by day for Warriors of Light Records and a vampire hunter at night, Damali Richards and her Guardian team take on a vicious group of rogue vampires who have been killing off the artists of Warriors of Light and their rival, Blood Music, a gang led by the most powerful vampire Damali has ever encountered. Reprint.",2004.0,3.44,286.0,5437.0,Minion,"9780312987015 A spoken-word artist by day for Warriors of Light Records and a vampire hunter at night, Damali Richards and her Guardian team take on a vicious group of rogue vampires who have been killing off the artists of Warriors of Light and their rival, Blood Music, a gang led by the most powerful vampire Damali has ever encountered. Reprint.",Fiction,0.0115245310589671,0.0018410655902698,0.005936536937952,0.013586270622909,0.0243679042905569,0.0014149601338431,0.0021301917731761,0.0014153637457638,0.0020245334599167,0.0055296127684414,0.0033431467600166,0.0059513566084206,0.0011681129690259,0.0027640145272016,0.0087430654093623,0.001432491466403,0.0010243527358397,0.0025995939504355,0.0011393744498491,0.000748157617636,0.0027467652689665,0.0015303858090192,0.013579991646111,0.000935579650104,0.0004201464180368,0.006063163280487,0.0014992780052125,0.964666187763214,Literary & Contemporary
9780312989385,0312989385,The Janson Directive,Robert Ludlum,Fiction,http://books.google.com/books/content?id=3ZjXmeLJHLgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"His quiet life away from U.S. Consular Operations disrupted by the terrorist kidnapping of billionaire Peter Novak, Paul Janson assembles a rescue team of former colleagues only to find himself targeted by his foes. Reprint.",2003.0,3.86,693.0,7098.0,The Janson Directive,"9780312989385 His quiet life away from U.S. Consular Operations disrupted by the terrorist kidnapping of billionaire Peter Novak, Paul Janson assembles a rescue team of former colleagues only to find himself targeted by his foes. Reprint.",Fiction,0.0040690437890589,0.002746314741671,0.0027678774204105,0.0107735255733132,0.0151919815689325,0.0045376839116215,0.0021301917731761,0.0014264656929299,0.0033855573274195,0.1121611520648002,0.0043307435698807,0.0047028874978423,0.0042192665860056,0.0017619752325117,0.014113700017333,0.0018008961342275,0.0273941103368997,0.004777951631695,0.0027069875504821,0.0074699250981211,0.0041804034262895,0.0009783598361536,0.0462042689323425,0.0040537007153034,0.0106499837711453,0.6919459700584412,0.0041302773170173,0.964666187763214,Literary & Contemporary
9780312990688,0312990685,The Tristan Betrayal,Robert Ludlum,Fiction,http://books.google.com/books/content?id=a3ZYlahp0BUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Working for the U.S.'s secret intelligence forces in Europe during the Second World War, Stephen Metcalf undertakes a bold plan for which he must locate and betray a former lover in order to protect free-world interests. Reprint.",2004.0,3.83,505.0,5810.0,The Tristan Betrayal,"9780312990688 Working for the U.S.'s secret intelligence forces in Europe during the Second World War, Stephen Metcalf undertakes a bold plan for which he must locate and betray a former lover in order to protect free-world interests. Reprint.",Fiction,0.0101797394454479,0.0014817619230598,0.0024955903645604,0.007033088710159,0.0984397605061531,0.0026508928276598,0.0021301917731761,0.0014153637457638,0.0029517284128814,0.0048075984232127,0.0044467179104685,0.0022901652846485,0.0007119851652532,0.0017619752325117,0.0027264549862593,0.001432491466403,0.0004338669532444,0.0013728524791076,0.0009027447085827,0.0005570501671172,0.0078761670738458,0.0008597373962402,0.0209215600043535,0.000913547235541,0.0003696306666824,0.0026728676166385,0.0008528818143531,0.964666187763214,Literary & Contemporary
